distribution,alpha,kmax,R0_target,R0_measured,beta_ma,beta_cm,final_EBMA,peak_EBMA,tpeak_EBMA,final_Static,peak_Static,tpeak_Static
"Power law α=2.0, kmax=30",2.0,30,1.83,1.83,0.24369421498614371,0.3910748660321585,0.1893186061447432,0.027426379453407312,14.69036725918148,0.20034419976014353,0.03860234930256723,10.950273756843922
"Power law α=2.0, kmax=30",2.0,30,1.84,1.84,0.24502587736311718,0.39405398885693343,0.19106453543553095,0.027901861792484148,14.540363509087728,0.20222584786009506,0.03932024380436715,10.82027050676267
"Power law α=2.0, kmax=30",2.0,30,1.85,1.8500000000000003,0.24635753974009067,0.3970458992330694,0.19280282726478884,0.028378381518990498,14.400360009000226,0.2041004122240157,0.04004118033416275,10.700267506687668
"Power law α=2.0, kmax=30",2.0,30,1.86,1.86,0.2476892021170641,0.4000506796713504,0.19453360079966767,0.02885592184501709,14.260356508912723,0.2059679975130079,0.04076541017654983,10.570264256606416
"Power law α=2.0, kmax=30",2.0,30,1.87,1.87,0.24902086449403757,0.4030684133939507,0.19625694534517496,0.029334424742640017,14.120353008825221,0.20782870607451784,0.04149257459842855,10.450261256531414
"Power law α=2.0, kmax=30",2.0,30,1.88,1.8799999999999994,0.25035252687101095,0.4060991843421181,0.19797295221511463,0.02981388329329944,13.99034975874397,0.20968263800360257,0.042222695520651304,10.330258256456412
"Power law α=2.0, kmax=30",2.0,30,1.89,1.89,0.25168418924798447,0.4091430771839571,0.19968171238185467,0.03029422104351849,13.860346508662717,0.21152989120229426,0.04295560822877664,10.21025525638141
"Power law α=2.0, kmax=30",2.0,30,1.9,1.8999999999999995,0.2530158516249579,0.4122001773223136,0.20138331670346624,0.030775449911847635,13.730343258581465,0.2133705614371265,0.04369173339394297,10.100252506312659
"Power law α=2.0, kmax=30",2.0,30,1.91,1.9099999999999995,0.25434751400193134,0.4152705709027619,0.20307782788299664,0.03125746386536603,13.600340008500213,0.2152047423948968,0.044430540587460404,9.990249756243907
"Power law α=2.0, kmax=30",2.0,30,1.92,1.9199999999999995,0.2556791763789048,0.4183543448216965,0.20476536583992808,0.031740323218940825,13.480337008425211,0.21703252573672144,0.04517215726207709,9.880247006175155
"Power law α=2.0, kmax=30",2.0,30,1.93,1.93,0.2570108387558783,0.42145158673453026,0.20644598811676818,0.032223907687532416,13.36033400835021,0.2188540011504506,0.0459165039540782,9.770244256106404
"Power law α=2.0, kmax=30",2.0,30,1.94,1.9399999999999995,0.25834250113285173,0.42456238506399946,0.2081197888797299,0.03270822418822465,13.240331008275207,0.22066925640149437,0.046663535903483516,9.670241756043902
"Power law α=2.0, kmax=30",2.0,30,1.95,1.9499999999999995,0.2596741635098252,0.4276868290085786,0.20978684418195567,0.033193175486905424,13.120328008200206,0.22247837738213047,0.0474133276832117,9.56023900597515
"Power law α=2.0, kmax=30",2.0,30,1.96,1.9599999999999995,0.26100582588679866,0.430825008551006,0.21144723265321874,0.03367889424144378,13.010325258131454,0.22428144815932338,0.048165810544626875,9.460236505912649
"Power law α=2.0, kmax=30",2.0,30,1.97,1.97,0.2623374882637722,0.43397701446692266,0.21310102910240067,0.034165176046498255,12.900322508062702,0.2260785510211408,0.04892082570704294,9.360234005850147
"Power law α=2.0, kmax=30",2.0,30,1.98,1.9799999999999995,0.2636691506407456,0.43714293833362444,0.2147483065006497,0.03465207301879064,12.79031975799395,0.22786976652177374,0.04967828787270502,9.260231505787646
"Power law α=2.0, kmax=30",2.0,30,1.99,1.9899999999999995,0.26500081301771905,0.44032287253893154,0.21638913668188414,0.03513954878971148,12.680317007925199,0.2296551735252557,0.050438585698500654,9.170229255731394
"Power law α=2.0, kmax=30",2.0,30,2.0,1.9999999999999996,0.2663324753946925,0.44351691029017515,0.21802360753122096,0.03562747479470224,12.570314257856447,0.2314348492478852,0.05120106387736832,9.070226755668893
"Power law α=2.0, kmax=30",2.0,30,2.01,2.0099999999999993,0.2676641377716659,0.4467251456233048,0.21965175016439728,0.036116078302882784,12.470311757793946,0.23320886929942164,0.05196631982746615,8.980224505612641
"Power law α=2.0, kmax=30",2.0,30,2.02,2.0199999999999996,0.26899580014863944,0.44994767341211694,0.22127366711798963,0.03660508581633028,12.370309257731444,0.2349773077230853,0.052733886102626595,8.89022225555639
"Power law α=2.0, kmax=30",2.0,30,2.03,2.0299999999999994,0.27032746252561285,0.4531845893776059,0.22288941819088026,0.03709455628972644,12.270306757668942,0.2367402370344068,0.05350381198963193,8.800220005500138
"Power law α=2.0, kmax=30",2.0,30,2.04,2.0399999999999996,0.27165912490258637,0.45643599009744373,0.22449906945359877,0.03758447328786327,12.17030425760644,0.23849772825895807,0.05427598918572815,8.710217755443887
"Power law α=2.0, kmax=30",2.0,30,2.05,2.0499999999999994,0.2729907872795598,0.45970197301558363,0.22610267715730364,0.03807474219055654,12.07030175754394,0.24024985096901383,0.05505077201306133,8.630215755393886
"Power law α=2.0, kmax=30",2.0,30,2.06,2.06,0.27432244965653335,0.4629826364519961,0.22770031583907344,0.03856549014028485,11.980299507487688,0.24199667331916624,0.05582769809762292,8.540213505337634
"Power law α=2.0, kmax=30",2.0,30,2.07,2.0699999999999994,0.2756541120335067,0.46627807961253376,0.22929204162958905,0.039056460215076264,11.890297257431437,0.24373826208093843,0.056607073119123524,8.460211505287633
"Power law α=2.0, kmax=30",2.0,30,2.08,2.0799999999999996,0.2769857744104802,0.46958840259893325,0.23087791671931626,0.03954793523179882,11.790294757368935,0.24547468267642028,0.05738854595219309,8.380209505237632
"Power law α=2.0, kmax=30",2.0,30,2.09,2.0899999999999994,0.27831743678745363,0.4729137064189493,0.23245800332667252,0.04003967109127249,11.700292507312684,0.2472059992109706,0.05817227326186632,8.30020750518763
"Power law α=2.0, kmax=30",2.0,30,2.1,2.1,0.2796490991644272,0.47625409299662963,0.23403235609494255,0.040531652250751324,11.610290257256432,0.24893227450499983,0.05895828498854924,8.22020550513763
"Power law α=2.0, kmax=30",2.0,30,2.11,2.1099999999999994,0.28098076154140056,0.47960966518272796,0.23560102418362708,0.04102399143080965,11.530288257206431,0.25065357012488204,0.05974647825074235,8.140203505087628
"Power law α=2.0, kmax=30",2.0,30,2.12,2.1199999999999997,0.2823124239183741,0.4829805267652607,0.23716407327670072,0.04151658711287784,11.44028600715018,0.25236994641300364,0.060536610799860974,8.060201505037627
"Power law α=2.0, kmax=30",2.0,30,2.13,2.1299999999999994,0.2836440862953475,0.4863667824802072,0.23872155884982055,0.04200932203467893,11.360284007100178,0.2540814625169991,0.06132918833143933,7.990199754993876
"Power law α=2.0, kmax=30",2.0,30,2.14,2.14,0.28497574867232106,0.4897685380223583,0.24027353633245743,0.04250231753332076,11.270281757043927,0.25578817641818047,0.062123563188168834,7.910197754943875
"Power law α=2.0, kmax=30",2.0,30,2.15,2.1499999999999995,0.2863074110492944,0.4931859000563123,0.2418200538932494,0.04299556422986567,11.190279756993926,0.2574901449591924,0.06292042517820863,7.840196004900124
"Power law α=2.0, kmax=30",2.0,30,2.16,2.1599999999999997,0.28763907342626793,0.49661897622762496,0.24336116891917745,0.04348894544168211,11.110277756943924,0.2591874238709258,0.06371914077068487,7.7701942548563725
"Power law α=2.0, kmax=30",2.0,30,2.17,2.1699999999999995,0.28897073580324134,0.5000678751741106,0.24489692724667197,0.043982461201901885,11.030275756893923,0.2608800677987003,0.0645198721372681,7.700192504812621
"Power law α=2.0, kmax=30",2.0,30,2.18,2.18,0.2903023981802149,0.5035327065373036,0.24642738366099798,0.04447605818832023,10.950273756843922,0.26256813032774123,0.06532267874047469,7.630190754768869
"Power law α=2.0, kmax=30",2.0,30,2.19,2.1899999999999995,0.29163406055718827,0.5070135809740758,0.24795258602843173,0.0449699134620736,10.88027200680017,0.2642516640079883,0.06612751300179673,7.560189004725118
"Power law α=2.0, kmax=30",2.0,30,2.2,2.1999999999999997,0.2929657229341618,0.5105106101684176,0.2494725720389642,0.04546383326144059,10.80027000675017,0.2659307203782295,0.06693421564817657,7.490187254681367
"Power law α=2.0, kmax=30",2.0,30,2.21,2.2099999999999995,0.2942973853111352,0.514023906843382,0.2509874044485601,0.04595780225136109,10.730268256706418,0.267605349989603,0.06774275542364673,7.430185754643866
"Power law α=2.0, kmax=30",2.0,30,2.22,2.22,0.29562904768810877,0.5175535847731979,0.25249712054698265,0.04645180007341715,10.650266256656417,0.2692756024284818,0.06855378078249472,7.360184004600115
"Power law α=2.0, kmax=30",2.0,30,2.23,2.2299999999999995,0.2969607100650821,0.5210997587955505,0.2540017804933805,0.04694600375924923,10.580264506612666,0.27094152633874974,0.06936607173677604,7.300182504562614
"Power law α=2.0, kmax=30",2.0,30,2.24,2.2399999999999998,0.29829237244205564,0.5246625448240367,0.2555013968391481,0.04744018629627976,10.510262756568915,0.272603169443499,0.07018094475063072,7.230180754518863
"Power law α=2.0, kmax=30",2.0,30,2.25,2.2499999999999996,0.29962403481902905,0.5282420598607942,0.25699604468396253,0.04793437750694193,10.440261006525164,0.2742605785661627,0.07099746134969234,7.170179254481362
"Power law α=2.0, kmax=30",2.0,30,2.26,2.2599999999999993,0.3009556971960025,0.5318384220093102,0.25848575676825153,0.048428565541014226,10.370259256481413,0.27591379965109764,0.07181569018356551,7.110177754443861
"Power law α=2.0, kmax=30",2.0,30,2.27,2.2699999999999996,0.30228735957297603,0.5354517504874106,0.2599705761074574,0.04892269588295109,10.300257506437662,0.2775628777836329,0.07263579702227388,7.05017625440636
"Power law α=2.0, kmax=30",2.0,30,2.28,2.2799999999999994,0.30361902194994944,0.539082165640433,0.26145054489298963,0.0494168898523287,10.24025600640016,0.27920785720960545,0.0734578674214409,6.9901747543688595
"Power law α=2.0, kmax=30",2.0,30,2.29,2.289999999999999,0.3049506843269229,0.5427297889545896,0.26292570253824554,0.04991113119834567,10.17025425635641,0.28084878135439517,0.07428190396541569,6.930173254331359
"Power law α=2.0, kmax=30",2.0,30,2.3,2.2999999999999994,0.30628234670389637,0.5463947430705158,0.26439609115452745,0.0504050864340594,10.110252756318909,0.282485692841465,0.0751078226586213,6.870171754293858
"Power law α=2.0, kmax=30",2.0,30,2.31,2.3099999999999996,0.3076140090808699,0.5500771517970184,0.2658617485822971,0.05089930478075298,10.040251006275158,0.2841186335104415,0.07593545036296469,6.810170254256357
"Power law α=2.0, kmax=30",2.0,30,2.32,2.3199999999999994,0.3089456714578433,0.5537771401250152,0.2673227142130948,0.051393267811123466,9.980249506237657,0.2857476444347277,0.07676452065734521,6.750168754218856
"Power law α=2.0, kmax=30",2.0,30,2.33,2.329999999999999,0.31027733383481676,0.5574948342416784,0.2687790265511843,0.05188704832451245,9.920248006200156,0.287372765938672,0.07759593476997052,6.700167504187605
"Power law α=2.0, kmax=30",2.0,30,2.34,2.3399999999999994,0.3116089962117902,0.5612303615447792,0.2702307216374193,0.05238094981188256,9.850246256156405,0.2889940376143061,0.07842885420690557,6.640166004150104
"Power law α=2.0, kmax=30",2.0,30,2.35,2.3499999999999996,0.31294065858876374,0.5649838506572412,0.2716778465091641,0.05287471149886987,9.790244756118904,0.2906114983376627,0.07926364084419643,6.590164754118853
"Power law α=2.0, kmax=30",2.0,30,2.36,2.3599999999999994,0.31427232096573715,0.568755431441903,0.2731204072162166,0.05336831787304544,9.730243256081403,0.29222518628468575,0.08009982125935472,6.530163254081352
"Power law α=2.0, kmax=30",2.0,30,2.37,2.369999999999999,0.3156039833427106,0.572545235016495,0.2745584740279156,0.05386175427486811,9.670241756043902,0.2938351389467396,0.08093844166230134,6.480162004050102
"Power law α=2.0, kmax=30",2.0,30,2.38,2.3799999999999994,0.3169356457196841,0.5763533937688343,0.27599206592601255,0.05435504655921555,9.620240506012651,0.29544139314573664,0.08177839705459507,6.430160754018851
"Power law α=2.0, kmax=30",2.0,30,2.39,2.3899999999999997,0.3182673080966576,0.5801800413722406,0.2774212241568377,0.05484838869661532,9.56023900597515,0.2970439850488911,0.08261990490233125,6.3801595039876
"Power law α=2.0, kmax=30",2.0,30,2.4,2.3999999999999995,0.319598970473631,0.5840253128011764,0.2788459738478479,0.05534146677783168,9.50023750593765,0.29864295018310394,0.08346312451295666,6.330158253956349
"Power law α=2.0, kmax=30",2.0,30,2.41,2.4099999999999993,0.32093063285060447,0.587889344347118,0.280266350161923,0.055834139168189384,9.450236255906399,0.3002383234490003,0.08430815540027517,6.2801570039250985
"Power law α=2.0, kmax=30",2.0,30,2.42,2.4199999999999995,0.32226229522757793,0.5917722736346572,0.2816823931750418,0.05632706699387188,9.390234755868898,0.301830139134613,0.08515503551991085,6.230155753893848
"Power law α=2.0, kmax=30",2.0,30,2.43,2.4299999999999997,0.32359395760455145,0.5956742396378424,0.28309413069284234,0.0568193686798775,9.340233505837647,0.3034184309287427,0.08600373936255214,6.180154503862597
"Power law α=2.0, kmax=30",2.0,30,2.44,2.4399999999999995,0.32492561998152486,0.5995953826967562,0.28450159741921904,0.05731190719547952,9.280232005800146,0.3050032319339844,0.08685417589234383,6.130153253831346
"Power law α=2.0, kmax=30",2.0,30,2.45,2.4499999999999993,0.3262572823584983,0.6035358445343445,0.2859048159817482,0.05780400627981548,9.230230755768895,0.30658457467943784,0.08770618630978176,6.080152003800095
"Power law α=2.0, kmax=30",2.0,30,2.46,2.4599999999999995,0.3275889447354718,0.6074957682734885,0.2873038252993714,0.058295757513648114,9.180229505737644,0.30816249113311306,0.08855954163822329,6.030150753768845
"Power law α=2.0, kmax=30",2.0,30,2.47,2.4699999999999998,0.3289206071124453,0.6114752984543353,0.28869865388059485,0.058787533186324376,9.120228005700143,0.30973701271403586,0.08941450068553673,5.990149753743844
"Power law α=2.0, kmax=30",2.0,30,2.48,2.4799999999999995,0.3302522694894187,0.6154745810518821,0.29008933527748537,0.05927906959508222,9.070226755668893,0.3113081703040574,0.09027186034840488,5.940148503712593
"Power law α=2.0, kmax=30",2.0,30,2.49,2.4899999999999993,0.3315839318663922,0.6194937634938278,0.29147589213349573,0.059770322026858294,9.020225505637642,0.3128759942593844,0.09112986673133953,5.890147253681342
"Power law α=2.0, kmax=30",2.0,30,2.5,2.4999999999999996,0.33291559424336564,0.6235329946786867,0.2928583473380765,0.060261305445521204,8.970224255606391,0.31444051442182847,0.09199055484577316,5.850146253656342
"Power law α=2.0, kmax=30",2.0,30,2.51,2.509999999999999,0.33424725662033905,0.6275924249941786,0.2942367411775123,0.060752010482097205,8.92022300557514,0.3160017601297943,0.09285172951721761,5.800145003625091
"Power law α=2.0, kmax=30",2.0,30,2.52,2.52,0.3355789189973126,0.6316722063358916,0.29561110408637786,0.06124240436529092,8.87022175554389,0.31755976022899723,0.09371584129191393,5.76014400360009
"Power law α=2.0, kmax=30",2.0,30,2.53,2.529999999999999,0.336910581374286,0.6357724921262287,0.29698145050362695,0.0617325263137552,8.830220755518889,0.31911454308292847,0.09458067681856638,5.72014300357509
"Power law α=2.0, kmax=30",2.0,30,2.54,2.5399999999999996,0.3382422437512595,0.63989343733364,0.2983478141953621,0.062222631220993696,8.780219505487638,0.32066613658307735,0.09544705939010015,5.670141753543839
"Power law α=2.0, kmax=30",2.0,30,2.55,2.549999999999999,0.3395739061282329,0.6440351984921463,0.29971022822506865,0.06271232497478908,8.730218255456387,0.322214568158904,0.09631587313538297,5.630140753518838
"Power law α=2.0, kmax=30",2.0,30,2.56,2.56,0.3409055685052065,0.6481979337211599,0.3010687077952671,0.06320148159363635,8.680217005425137,0.3237598647875824,0.09718592215053744,5.590139753493838
"Power law α=2.0, kmax=30",2.0,30,2.57,2.569999999999999,0.34223723088217983,0.6523818027456058,0.3024232822022014,0.06369074073528189,8.640216005400136,0.3253020530035124,0.0980573838367256,5.550138753468837
"Power law α=2.0, kmax=30",2.0,30,2.58,2.5799999999999996,0.34356889325915335,0.656586966916352,0.30377397839034903,0.06417942537406268,8.590214755368885,0.32684115890760523,0.0989303947582574,5.5101377534438365
"Power law α=2.0, kmax=30",2.0,30,2.59,2.589999999999999,0.34490055563612676,0.6608135892309511,0.30512082089828574,0.06466796435687847,8.550213755343885,0.32837720817635924,0.09980504969372782,5.470136753418836
"Power law α=2.0, kmax=30",2.0,30,2.6,2.6,0.34623221801310033,0.6650618343547017,0.3064638377710779,0.06515596474777408,8.500212505312634,0.3299102260707117,0.1006814007234117,5.430135753393835
"Power law α=2.0, kmax=30",2.0,30,2.61,2.609999999999999,0.3475638803900737,0.6693318686420318,0.30780305156536625,0.06564398037076592,8.460211505287633,0.33144023744469775,0.10155945613527285,5.390134753368835
"Power law α=2.0, kmax=30",2.0,30,2.62,2.6199999999999997,0.3488955427670472,0.6736238601582143,0.3091384844106301,0.06613136514784676,8.420210505262633,0.332967266753898,0.10243917927486179,5.350133753343834
"Power law α=2.0, kmax=30",2.0,30,2.63,2.629999999999999,0.3502272051440206,0.6779379787014161,0.3104701627587474,0.06661846474369056,8.370209255231382,0.3344913380636931,0.10332048729345303,5.310132753318833
"Power law α=2.0, kmax=30",2.0,30,2.64,2.64,0.3515588675209942,0.6822743958250923,0.311798107949182,0.06710546935891602,8.330208255206381,0.33601247505732706,0.10420324978872152,5.270131753293833
"Power law α=2.0, kmax=30",2.0,30,2.65,2.649999999999999,0.35289052989796754,0.6866332848607243,0.3131223435179303,0.0675920047261439,8.29020725518138,0.33753070104378735,0.10508728733390776,5.230130753268832
"Power law α=2.0, kmax=30",2.0,30,2.66,2.6599999999999997,0.35422219227494106,0.6910148209409162,0.3144428929477101,0.06807812823014554,8.25020625515638,0.3390460389654965,0.10597272321709693,5.200130003250082
"Power law α=2.0, kmax=30",2.0,30,2.67,2.669999999999999,0.35555385465191447,0.6954191810228496,0.31575977646182285,0.06856388231375374,8.21020525513138,0.34055851140583127,0.10686098815906395,5.160129003225081
"Power law α=2.0, kmax=30",2.0,30,2.68,2.68,0.35688551702888804,0.6998465439121077,0.3170730174318735,0.06904929439462515,8.170204255106379,0.34206814059647167,0.1077501037412625,5.12012800320008
"Power law α=2.0, kmax=30",2.0,30,2.69,2.689999999999999,0.3582171794058614,0.7042970902868714,0.31838263562953695,0.06953437675944084,8.130203255081378,0.3435749484245735,0.10864000660557031,5.09012725318133
"Power law α=2.0, kmax=30",2.0,30,2.7,2.6999999999999997,0.3595488417828349,0.7087710027224998,0.319688655223237,0.07001912644488532,8.090202255056377,0.3450789564397836,0.10953319997283911,5.050126253156329
"Power law α=2.0, kmax=30",2.0,30,2.71,2.709999999999999,0.3608805041598083,0.7132684657164952,0.3209911048038639,0.07050352511636203,8.050201255031377,0.34658018586109424,0.11042640965147608,5.010125253131329
"Power law α=2.0, kmax=30",2.0,30,2.72,2.72,0.3622121665367819,0.7177896657138656,0.32228998539904874,0.07098753891426907,8.010200255006376,0.34807865758353784,0.11132247971855246,4.980124503112578
"Power law α=2.0, kmax=30",2.0,30,2.73,2.729999999999999,0.36354382891375525,0.7223347911328898,0.32358533326384864,0.07147111830184523,7.970199254981376,0.3495743921847327,0.1122188752512478,4.940123503087578
"Power law α=2.0, kmax=30",2.0,30,2.74,2.7399999999999998,0.36487549129072877,0.7269040323912924,0.32487716545161766,0.07195419788255325,7.930198254956375,0.35106740993127816,0.11311821398538541,4.910122753068827
"Power law α=2.0, kmax=30",2.0,30,2.75,2.749999999999999,0.3662071536677022,0.7314975819328353,0.32616550132819155,0.07243692709879901,7.9001975049376245,0.3525577307850048,0.11401747616551104,4.880122003050077
"Power law α=2.0, kmax=30",2.0,30,2.76,2.7599999999999993,0.36753881604467564,0.7361156342543366,0.3274503611570901,0.07291959214128307,7.860196504912624,0.35404537440908807,0.11492009827260724,4.840121003025076
"Power law α=2.0, kmax=30",2.0,30,2.77,2.7699999999999996,0.36887047842164916,0.7407583859331218,0.3287317639980346,0.07340160191749258,7.820195504887623,0.3555303601740152,0.11582349969781892,4.810120253006326
"Power law α=2.0, kmax=30",2.0,30,2.78,2.7799999999999994,0.37020214079862257,0.7454260356549174,0.3300097298940364,0.0738830167651749,7.790194754868873,0.3570127071634262,0.11672752768446895,4.780119502987575
"Power law α=2.0, kmax=30",2.0,30,2.79,2.789999999999999,0.37153380317559603,0.7501187842421939,0.33128427741272803,0.07436454109885218,7.750193754843872,0.3584924341798172,0.11763483884827347,4.7401185029625745
"Power law α=2.0, kmax=30",2.0,30,2.8,2.7999999999999994,0.3728654655525695,0.7548368346829673,0.33255542451792053,0.0748451237908377,7.710192754818872,0.3599695597501182,0.11854332856453573,4.710117752943824
"Power law α=2.0, kmax=30",2.0,30,2.81,2.8099999999999996,0.374197127929543,0.7595803921600687,0.3338231919810199,0.0753257834251904,7.680192004800121,0.3614441021311505,0.1194529016675493,4.680117002925074
"Power law α=2.0, kmax=30",2.0,30,2.82,2.8199999999999994,0.3755287903065164,0.7643496640808871,0.3350875965089688,0.07580556808653675,7.64019100477512,0.362916079314951,0.12036374386926349,4.650116252906323
"Power law α=2.0, kmax=30",2.0,30,2.83,2.829999999999999,0.3768604526834899,0.7691448601076023,0.3363486565298001,0.07628541043464077,7.610190254756369,0.36438550903398725,0.12127605538800093,4.6101152528813225
"Power law α=2.0, kmax=30",2.0,30,2.84,2.8399999999999994,0.37819211506046335,0.773966192187906,0.33760638995346265,0.07676424305604895,7.580189504737619,0.3658524087662531,0.12219110557121546,4.580114502862572
"Power law α=2.0, kmax=30",2.0,30,2.85,2.8499999999999996,0.37952377743743687,0.7788138745862321,0.3388608143943365,0.07724331331727528,7.540188504712618,0.36731679574025056,0.12310753753803927,4.550113752843822
"Power law α=2.0, kmax=30",2.0,30,2.86,2.8599999999999994,0.3808554398144103,0.7836881239154952,0.34011194785433124,0.07772161753101783,7.510187754693868,0.3687786869398593,0.12402542826495339,4.520113002825071
"Power law α=2.0, kmax=30",2.0,30,2.87,2.869999999999999,0.38218710219138374,0.788589159169359,0.3413598060976804,0.0781991902996823,7.470186754668867,0.37023809910910327,0.12494482809166205,4.490112252806321
"Power law α=2.0, kmax=30",2.0,30,2.88,2.8799999999999994,0.3835187645683572,0.7935172017550307,0.3426044071286727,0.07867698653789475,7.4401860046501165,0.37169504875680504,0.1258657602047916,4.46011150278757
"Power law α=2.0, kmax=30",2.0,30,2.89,2.8899999999999997,0.3848504269453307,0.7984724755266049,0.34384576785816545,0.07915409397742457,7.410185254631366,0.3731495521611433,0.12678822007470636,4.43011075276882
"Power law α=2.0, kmax=30",2.0,30,2.9,2.8999999999999995,0.38618208932230413,0.8034552068189581,0.3450839096607603,0.0796305822224263,7.3801845046126155,0.3746016253741045,0.12771217484179706,4.400110002750069
"Power law α=2.0, kmax=30",2.0,30,2.91,2.9099999999999993,0.3875137516992776,0.8084656244822109,0.34631884066984586,0.08010651820346856,7.350183754593865,0.3760512842258403,0.12863756265033538,4.370109252731319
"Power law α=2.0, kmax=30",2.0,30,2.92,2.9199999999999995,0.38884541407625106,0.8135039599167644,0.3475505809126402,0.0805823081277294,7.3101827545688645,0.37749854432892765,0.12956468041676988,4.3501087527188185
"Power law α=2.0, kmax=30",2.0,30,2.93,2.9299999999999997,0.3901770764532246,0.8185704471089245,0.34877914658658127,0.08105773298736435,7.280182004550114,0.3789434210825345,0.13049439137295893,4.320108002700068
"Power law α=2.0, kmax=30",2.0,30,2.94,2.9399999999999995,0.391508738830198,0.8236653226671248,0.3500045558727467,0.08153264168243216,7.2501812545313635,0.3803859296764967,0.13142555014057886,4.2901072526813175
"Power law α=2.0, kmax=30",2.0,30,2.95,2.9499999999999993,0.39284040120717145,0.8287888258587608,0.3512268109958532,0.0820070606614639,7.220180504512613,0.38182608509530025,0.13235798328161752,4.260106502662567
"Power law α=2.0, kmax=30",2.0,30,2.96,2.9599999999999995,0.3941720635841449,0.833941198647646,0.3524459245745121,0.08248100759288371,7.190179754493863,0.3832639021219833,0.13329148474281013,4.230105752643817
"Power law α=2.0, kmax=30",2.0,30,2.97,2.9699999999999998,0.39550372596111844,0.8391226857321038,0.35366193515249783,0.08295449135846092,7.160179004475112,0.3846993953419481,0.13422594263779178,4.210105252631316
"Power law α=2.0, kmax=30",2.0,30,2.98,2.9799999999999995,0.39683538833809184,0.8443335345837052,0.35487485474301356,0.08342751205714138,7.130178254456362,0.38613257914669197,0.13516439516225448,4.180104502612566
"Power law α=2.0, kmax=30",2.0,30,2.99,2.9899999999999993,0.3981670507150653,0.8495739954866699,0.35608468947461186,0.0839000609423734,7.100177504437611,0.3875634677374557,0.13610353236704678,4.150103752593815
"Power law α=2.0, kmax=30",2.0,30,3.0,2.9999999999999996,0.39949871309203877,0.8548443215779363,0.3572914638408954,0.08437212038226105,7.070176754418861,0.3889920751287931,0.13704302202949475,4.120103002575065
"Power law α=2.5, kmax=30",2.5,30,0.5,0.5000000000000001,0.11738205351644483,0.18118601198069056,1.999697955882445e-06,1.0000006609445222e-06,0.0,1.693203192884205e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.51,0.5100000000000001,0.11972969458677374,0.18548186661443644,2.040549656610311e-06,1.0000006609445222e-06,0.0,1.7214967964111792e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.52,0.5200000000000001,0.12207733565710265,0.18980908248766434,2.083129963823883e-06,1.0000006609445222e-06,0.0,1.7509692621406483e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.53,0.53,0.12442497672743152,0.19416800428052228,2.1275849344963295e-06,1.0000006609445222e-06,0.0,1.781695832652958e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.54,0.5400000000000001,0.12677261779776045,0.1985589817427389,2.1739637944410967e-06,1.0000006609445222e-06,0.0,1.813758295019156e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.55,0.5500000000000002,0.12912025886808934,0.20298236978717238,2.2219554293901333e-06,1.0000006609445222e-06,0.0,1.847245702483533e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.56,0.5600000000000002,0.13146789993841823,0.20743852858543801,2.2728185060956606e-06,1.0000006609445222e-06,0.0,1.8822552066449687e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.57,0.5700000000000001,0.1338155410087471,0.21192782366566937,2.325714227471476e-06,1.0000006609445222e-06,0.0,1.9188929945864417e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.58,0.5800000000000001,0.13616318207907602,0.21645062601246873,2.380846816716572e-06,1.0000006609445222e-06,0.0,1.957275366144031e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.59,0.5900000000000001,0.1385108231494049,0.2210073121691033,2.4388687001564864e-06,1.0000006609445222e-06,0.0,1.9975299662918444e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.6,0.6000000000000001,0.1408584642197338,0.22559826434200744,2.4997683946860934e-06,1.0000006609445222e-06,0.0,2.0397972053397486e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.61,0.61,0.14320610529006267,0.2302238705076513,2.5640951443962195e-06,1.0000006609445222e-06,0.0,2.084231886362387e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.62,0.6200000000000002,0.14555374636039162,0.23488452452183853,2.631239839806471e-06,1.0000006609445222e-06,0.0,2.1310051196090845e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.63,0.6300000000000002,0.1479013874307205,0.2395806262314977,2.702244609424848e-06,1.0000006609445222e-06,0.0,2.1803064967987846e-06,1.0000006607224776e-06,0.0
"Power law α=2.5, kmax=30",2.5,30,0.64,0.6400000000000001,0.1502490285010494,0.2443125815890347,2.777518288625829e-06,1.0000006609445222e-06,0.0,2.232346685384267e-06,1.0000006607224776e-06,0.0
