distribution,alpha,kmax,R0_target,R0_measured,beta_ma,beta_cm,final_EBMA,peak_EBMA,tpeak_EBMA,final_Static,peak_Static,tpeak_Static
"Power law α=2.5, kmax=30",2.5,30,1.99,1.9899999999999998,0.4671805729954503,1.5674290700124727,0.23865291760637536,0.036062807275815845,12.880322008050202,0.23512491668990226,0.0739691032423594,5.5101377534438365
"Power law α=2.5, kmax=30",2.5,30,2.0,2.0000000000000004,0.4695282140657793,1.5878120440100092,0.2407796380865398,0.03659741189880575,12.77031925798145,0.2373104495592958,0.07534774484710105,5.430135753393835
"Power law α=2.5, kmax=30",2.5,30,2.01,2.01,0.47187585513610814,1.6085212513094345,0.24290180318081103,0.0371333051406052,12.670316757918949,0.2394944116670649,0.07673923526599216,5.350133753343834
"Power law α=2.5, kmax=30",2.5,30,2.02,2.02,0.4742234962064371,1.629564587231086,0.2450194232469953,0.03767043957251119,12.570314257856447,0.2416768253864874,0.07814392730503358,5.270131753293833
"Power law α=2.5, kmax=30",2.5,30,2.03,2.03,0.47657113727676587,1.6509502039382677,0.24713249644565657,0.038208827775417176,12.470311757793946,0.24385771228618472,0.07956184420646335,5.1901297532438315
"Power law α=2.5, kmax=30",2.5,30,2.04,2.04,0.4789187783470949,1.672686520967105,0.24924101491368014,0.038748415008295886,12.370309257731444,0.2460370931545601,0.08099264716950591,5.11012775319383
"Power law α=2.5, kmax=30",2.5,30,2.05,2.0500000000000003,0.48126641941742376,1.6947822362786973,0.2513449831229902,0.03928908090364305,12.280307007675193,0.2482149880235944,0.0824368297671569,5.040126003150079
"Power law α=2.5, kmax=30",2.5,30,2.06,2.06,0.48361406048775263,1.7172463378640896,0.25344439930998247,0.039831071818077116,12.180304507612691,0.2503914161920174,0.08389481976880733,4.960124003100078
"Power law α=2.5, kmax=30",2.5,30,2.07,2.0699999999999994,0.48596170155808144,1.7400881159345432,0.25553925960284296,0.040374076268611794,12.09030225755644,0.25256639624785954,0.08536625896914339,4.890122253056327
"Power law α=2.5, kmax=30",2.5,30,2.08,2.08,0.48830934262841047,1.7633171757318815,0.25762956239055884,0.04091815795300646,12.000300007500188,0.25473994609041356,0.08685082871603488,4.820120503012576
"Power law α=2.5, kmax=30",2.5,30,2.09,2.09,0.49065698369873934,1.7869434509959903,0.25971531071145887,0.04146332985831344,11.910297757443937,0.25691208295160667,0.0883492088387973,4.750118752968825
"Power law α=2.5, kmax=30",2.5,30,2.1,2.1,0.49300462476906826,1.8109772181291717,0.2617964859546876,0.042009548646961034,11.820295507387685,0.2590828234168088,0.08986182592428198,4.680117002925074
"Power law α=2.5, kmax=30",2.5,30,2.11,2.11,0.49535226583939707,1.8354291110997514,0.2638730909856401,0.04255671280072784,11.730293257331434,0.2612521834450787,0.09138883009194511,4.6101152528813225
"Power law α=2.5, kmax=30",2.5,30,2.12,2.12,0.49769990690972604,1.860310137130382,0.26594513138525505,0.04310491072601205,11.650291257281433,0.2634201783888739,0.09293006894794344,4.540113502837571
"Power law α=2.5, kmax=30",2.5,30,2.13,2.13,0.5000475479800549,1.8856316932196324,0.2680126020411374,0.0436539970160332,11.560289007225181,0.2655868230132246,0.09448505828269685,4.47011175279382
"Power law α=2.5, kmax=30",2.5,30,2.14,2.14,0.5023951890503838,1.9114055835490065,0.2700754932936653,0.0442041259967661,11.48028700717518,0.26775213151439636,0.09605391255425123,4.410110252756319
"Power law α=2.5, kmax=30",2.5,30,2.15,2.1499999999999995,0.5047428301207126,1.937644037831202,0.27213380795812775,0.04475510897030624,11.400285007125179,0.26991611753803996,0.09763866953053495,4.340108502712568
"Power law α=2.5, kmax=30",2.5,30,2.16,2.16,0.5070904711910417,1.9643597306595717,0.27418753714712396,0.045306962536813614,11.320283007075178,0.27207879419685554,0.09923702441341288,4.280107002675067
"Power law α=2.5, kmax=30",2.5,30,2.17,2.1700000000000004,0.5094381122613706,1.991565801923072,0.2762366825143002,0.045859657293735506,11.240281007025176,0.2742401740877678,0.10085010225864255,4.210105252631316
"Power law α=2.5, kmax=30",2.5,30,2.18,2.18,0.5117857533316994,2.019275878355813,0.2782812384904575,0.04641311653046526,11.160279006975175,0.27640026930863615,0.10247935669081469,4.150103752593815
"Power law α=2.5, kmax=30",2.5,30,2.19,2.1899999999999995,0.5141333944020282,2.047504096295445,0.28032120034529534,0.04696756926366197,11.090277256931424,0.27855909147450286,0.10412325645554714,4.090102252556314
"Power law α=2.5, kmax=30",2.5,30,2.2,2.1999999999999997,0.5164810354723571,2.076265125730256,0.2823565638652256,0.04752267239038942,11.010275256881423,0.2807166517333918,0.10578230616553336,4.0301007525188135
"Power law α=2.5, kmax=30",2.5,30,2.21,2.2100000000000004,0.5188286765426862,2.1055741957209055,0.28438732387509624,0.04807864858488642,10.940273506837672,0.28287296078166735,0.10745678474846203,3.9700992524813126
"Power law α=2.5, kmax=30",2.5,30,2.22,2.22,0.5211763176130151,2.135447121289388,0.28641348105070824,0.04863525157739404,10.87027175679392,0.2850280288789737,0.10914672487774014,3.9100977524438116
"Power law α=2.5, kmax=30",2.5,30,2.23,2.2299999999999995,0.5235239586833438,2.1659003318749344,0.2884350276928528,0.04919256068461553,10.79026975674392,0.28718186586274247,0.11085189011187949,3.8500962524063107
"Power law α=2.5, kmax=30",2.5,30,2.24,2.2399999999999998,0.5258715997536727,2.196950901464485,0.29045195935294427,0.049750687045393024,10.720268006700168,0.28933448116230615,0.11257430884466446,3.8000950023750595
"Power law α=2.5, kmax=30",2.5,30,2.25,2.2500000000000004,0.5282192408240017,2.2286165805137834,0.29246429206719904,0.05030944256076379,10.650266256656417,0.2914858838126025,0.11431317272367765,3.7400935023375586
"Power law α=2.5, kmax=30",2.5,30,2.26,2.26,0.5305668818943305,2.2609158297845275,0.29447197637229533,0.05086893384201098,10.590264756618916,0.29363608246749556,0.11606612886594375,3.6800920023000576
"Power law α=2.5, kmax=30",2.5,30,2.27,2.2700000000000005,0.5329145229646596,2.2938678562330947,0.29647505158409326,0.05142909897563212,10.520263006575165,0.29578508541271686,0.11783897830991392,3.630090752268807
"Power law α=2.5, kmax=30",2.5,30,2.28,2.279999999999999,0.5352621640349882,2.3274926510974296,0.2984734972248126,0.051989802322416484,10.450261256531414,0.29793290057843114,0.11962543447493812,3.580089502237556
"Power law α=2.5, kmax=30",2.5,30,2.29,2.29,0.5376098051053173,2.3618110303408364,0.30046730518761405,0.05255106194030744,10.390259756493913,0.3000795355514475,0.12143165047797069,3.520088002200055
"Power law α=2.5, kmax=30",2.5,30,2.3,2.3,0.5399574461756461,2.3968446776245393,0.3024564821945842,0.05311304511803404,10.320258006450162,0.30222499758707333,0.12325412662052891,3.4700867521688044
"Power law α=2.5, kmax=30",2.5,30,2.31,2.3100000000000005,0.5423050872459751,2.4326161899954912,0.3044410231461438,0.05367550747747743,10.260256506412661,0.3043692936206211,0.12509302799628114,3.4200855021375536
"Power law α=2.5, kmax=30",2.5,30,2.32,2.3199999999999994,0.5446527283163038,2.469149126491647,0.30642091699906265,0.05423842380445805,10.19025475636891,0.3065124302785837,0.12694925247056277,3.370084252106303
"Power law α=2.5, kmax=30",2.5,30,2.33,2.33,0.5470003693866329,2.5064680598844693,0.30839616689996857,0.05480209638710831,10.13025325633141,0.30865441388948206,0.12882472089649202,3.310082752068802
"Power law α=2.5, kmax=30",2.5,30,2.34,2.34,0.5493480104569617,2.5445986317973883,0.3103667692959047,0.05536621742405533,10.070251756293908,0.31079525049438694,0.13071833858908027,3.260081502037551
"Power law α=2.5, kmax=30",2.5,30,2.35,2.3500000000000005,0.5516956515272907,2.5835676114601016,0.31233271770171955,0.0559308113189389,10.010250256256407,0.3129349458571353,0.13262988174322338,3.2100802520063003
"Power law α=2.5, kmax=30",2.5,30,2.36,2.3599999999999994,0.5540432925976194,2.623402958381563,0.31429401211681507,0.05649587485039302,9.950248756218906,0.31507350547423985,0.13455978505035582,3.1700792519812997
"Power law α=2.5, kmax=30",2.5,30,2.37,2.3700000000000006,0.5563909336679486,2.664133889250058,0.3162506485393451,0.05706137665500027,9.890247256181405,0.3172109345844975,0.136510338495131,3.120078001950049
"Power law α=2.5, kmax=30",2.5,30,2.38,2.3800000000000003,0.5587385747382774,2.7057909493967403,0.31820262186558884,0.057627256669113475,9.830245756143905,0.31934723817831856,0.13847993231927097,3.070076751918798
"Power law α=2.5, kmax=30",2.5,30,2.39,2.39,0.5610862158086063,2.748406089189993,0.32014993673910164,0.05819379243048303,9.780244506112654,0.32148242100676266,0.14046807822931773,3.0200755018875474
"Power law α=2.5, kmax=30",2.5,30,2.4,2.3999999999999995,0.563433856878935,2.7920127457621198,0.3220925572485352,0.05876068342176875,9.720243006075153,0.3236164875903071,0.1424740052003886,2.9700742518562966
"Power law α=2.5, kmax=30",2.5,30,2.41,2.4100000000000006,0.5657814979492641,2.836645930507764,0.3240305232158073,0.05932775465316546,9.670241756043902,0.3257494422273466,0.14450339772308501,2.930073251831296
"Power law α=2.5, kmax=30",2.5,30,2.42,2.42,0.5681291390195929,2.882342322835184,0.32596381486455117,0.05989558036691485,9.610240256006401,0.32788128900242763,0.1465517417064918,2.880072001800045
"Power law α=2.5, kmax=30",2.5,30,2.43,2.43,0.5704767800899219,2.929140370698091,0.32789243075267877,0.060463450721803536,9.56023900597515,0.3300120317942339,0.14861970960200604,2.8400710017750446
"Power law α=2.5, kmax=30",2.5,30,2.44,2.4399999999999995,0.5728244211602506,2.9770803984870633,0.32981636692975885,0.0610319328314675,9.50023750593765,0.3321416742833198,0.15071072048170336,2.790069751743794
"Power law α=2.5, kmax=30",2.5,30,2.45,2.45,0.5751720622305796,3.026204722916951,0.33173562952194563,0.06160068737759243,9.450236255906399,0.33427021995960826,0.15282146610888367,2.750068751718793
"Power law α=2.5, kmax=30",2.5,30,2.46,2.46,0.5775197033009085,3.076557777610206,0.3336502020852574,0.062169664347449305,9.400235005875148,0.3363976721296446,0.154953729350512,2.7000675016875424
"Power law α=2.5, kmax=30",2.5,30,2.47,2.4700000000000006,0.5798673443712375,3.128186247147134,0.3355600934169716,0.06273892331883021,9.350233755843897,0.3385240339236331,0.1571104031750259,2.6600665016625418
"Power law α=2.5, kmax=30",2.5,30,2.48,2.4799999999999995,0.5822149854415661,3.1811392114330124,0.3374653018912826,0.06330863442202855,9.290232255806396,0.3406493083022401,0.1592864899764464,2.620065501637541
"Power law α=2.5, kmax=30",2.5,30,2.49,2.4899999999999998,0.5845626265118952,3.235468301320565,0.33936581596222737,0.06387862706136702,9.240231005775145,0.3427734980631903,0.16148497843341114,2.5700642516062904
"Power law α=2.5, kmax=30",2.5,30,2.5,2.5,0.5869102675822241,3.2912278665249204,0.34126164353674154,0.06444885303015482,9.190229755743895,0.34489660584764276,0.16371054038225447,2.5300632515812898
"Power law α=2.5, kmax=30",2.5,30,2.51,2.5100000000000002,0.589257908652553,3.3484751569790827,0.3431527829899515,0.06501928988840439,9.140228505712644,0.3470186341463709,0.1659582851919802,2.490062251556289
"Power law α=2.5, kmax=30",2.5,30,2.52,2.52,0.5916055497228819,3.4072705189019095,0.345039230377774,0.06559016563816022,9.100227505687643,0.3491395853057375,0.16822921714366448,2.4500612515312885
"Power law α=2.5, kmax=30",2.5,30,2.53,2.5299999999999994,0.5939531907932106,3.4676776069902253,0.3469209822743035,0.06616126651230086,9.050226255656392,0.3512594615334764,0.17052423616024254,2.410060251506288
"Power law α=2.5, kmax=30",2.5,30,2.54,2.54,0.5963008318635397,3.5297636143035866,0.3487980348088954,0.06673250977648965,9.000225005625142,0.35337826490428836,0.1728441285228051,2.3700592514812873
"Power law α=2.5, kmax=30",2.5,30,2.55,2.5500000000000003,0.5986484729338686,3.593599521586971,0.3506704065109905,0.06730379227481495,8.95022375559389,0.3554959973652477,0.1751895562872003,2.3300582514562866
"Power law α=2.5, kmax=30",2.5,30,2.56,2.56,0.6009961140041975,3.6592603679764197,0.3525380568945812,0.06787557654140997,8.91022275556889,0.35761266074104037,0.17756104519678506,2.290057251431286
"Power law α=2.5, kmax=30",2.5,30,2.57,2.57,0.6033437550745263,3.726825545258064,0.35440103518601856,0.06844741348513164,8.86022150553764,0.35972825673901987,0.17995897085945262,2.2500562514062854
"Power law α=2.5, kmax=30",2.5,30,2.58,2.5800000000000005,0.6056913961448553,3.7963791181067124,0.3562592818874481,0.06901939135169916,8.820220505512639,0.36184278695409716,0.18238354292277054,2.210055251381285
"Power law α=2.5, kmax=30",2.5,30,2.59,2.59,0.6080390372151842,3.868010173019825,0.3581128542944123,0.06959162380548561,8.770219255481388,0.36395625287347194,0.1848347869402886,2.170054251356284
"Power law α=2.5, kmax=30",2.5,30,2.6,2.6,0.6103866782855131,3.9418131989922833,0.3599617240243565,0.07016399026056375,8.730218255456387,0.36606865588119825,0.18731252357617845,2.1300532513312835
"Power law α=2.5, kmax=30",2.5,30,2.61,2.61,0.6127343193558419,4.017888503352225,0.36180589732069657,0.07073631592700066,8.680217005425137,0.36817999726260087,0.18981715567193408,2.100052501312533
"Power law α=2.5, kmax=30",2.5,30,2.62,2.62,0.6150819604261709,4.096342666606252,0.3636453731078108,0.07130914274671363,8.640216005400136,0.37029027820854,0.19235789333212558,2.0600515012875324
"Power law α=2.5, kmax=30",2.5,30,2.63,2.6300000000000003,0.6174296014964998,4.1772890406310195,0.36548014874404194,0.07188189500478442,8.600215005375135,0.37239949981953024,0.19492560080304544,2.020050501262532
"Power law α=2.5, kmax=30",2.5,30,2.64,2.64,0.6197772425668286,4.260848295108511,0.3673102281465473,0.07245464131824988,8.560214005350135,0.3745076631097217,0.19751923834619123,1.9800495012375312
"Power law α=2.5, kmax=30",2.5,30,2.65,2.6499999999999995,0.6221248836371575,4.347149017744678,0.3691356105995171,0.07302753356969596,8.510212755318884,0.376614769010738,0.2001468249459011,1.9500487512187807
"Power law α=2.5, kmax=30",2.5,30,2.66,2.66,0.6244725247074865,4.436328374550585,0.37095629690024085,0.07360072011324278,8.470211755293883,0.3787208183753892,0.20280831411220876,1.91004775119378
"Power law α=2.5, kmax=30",2.5,30,2.67,2.6700000000000004,0.6268201657778154,4.528532837316836,0.3727722878244385,0.07417393205684647,8.430210755268883,0.38082581198124943,0.2054938181210066,1.8700467511687793
"Power law α=2.5, kmax=30",2.5,30,2.68,2.6800000000000006,0.6291678068481443,4.623918986396641,0.3745835879441026,0.07474718432553351,8.390209755243882,0.3829297505341139,0.20822283382366963,1.8400460011500288
"Power law α=2.5, kmax=30",2.5,30,2.69,2.6899999999999995,0.631515447918473,4.722654398052387,0.37639018867761626,0.0753204786424922,8.350208755218882,0.385032634671332,0.21097758800962813,1.8000450011250282
"Power law α=2.5, kmax=30",2.5,30,2.7,2.6999999999999997,0.633863088988802,4.8249186269439654,0.3781920988626138,0.07589380339494112,8.31020775519388,0.3871344649650245,0.21377172134324623,1.7700442511062777
"Power law α=2.5, kmax=30",2.5,30,2.71,2.7100000000000004,0.636210730059131,4.930904295876543,0.3799893198488328,0.07646713349603851,8.27020675516888,0.38923524192518777,0.21659656962449797,1.730043251081277
"Power law α=2.5, kmax=30",2.5,30,2.72,2.72,0.6385583711294599,5.040818306722401,0.38178184996702264,0.077040430222999,8.23020575514388,0.39133496600268325,0.21946256690108965,1.7000425010625266
"Power law α=2.5, kmax=30",2.5,30,2.73,2.7299999999999995,0.6409060121997886,5.154883188533047,0.3835696941872438,0.07761403442760673,8.20020500512513,0.3934336375921264,0.2223570062604154,1.660041501037526
"Power law α=2.5, kmax=30",2.5,30,2.74,2.7399999999999998,0.6432536532701175,5.273338601324039,0.3853528530731123,0.07818764451786339,8.160204005100129,0.39553125703466724,0.22530130726591174,1.6300407510187755
"Power law α=2.5, kmax=30",2.5,30,2.75,2.7500000000000004,0.6456012943404466,5.396443016916278,0.3871313281012161,0.07876113941695703,8.120203005075128,0.3976278246206717,0.22827296027804198,1.600040001000025
"Power law α=2.5, kmax=30",2.5,30,2.76,2.76,0.6479489354107754,5.524475601641804,0.388905123129978,0.07933442698498863,8.080202005050127,0.3997233405923065,0.23129179239634035,1.5600390009750245
"Power law α=2.5, kmax=30",2.5,30,2.77,2.7700000000000005,0.6502965764811044,5.657738329775724,0.39067423466674805,0.07990805298912729,8.050201255031377,0.40181780514603077,0.2343516760463785,1.530038250956274
"Power law α=2.5, kmax=30",2.5,30,2.78,2.779999999999999,0.652644217551433,5.796558361370246,0.3924386683350084,0.08048159218600123,8.010200255006376,0.4039112184349927,0.23744483083246737,1.5000375009375235
"Power law α=2.5, kmax=30",2.5,30,2.79,2.7900000000000005,0.6549918586217622,5.941290723903869,0.39419842712729686,0.08105474280159558,7.980199504987626,0.4060035805713416,0.24058875404939645,1.460036500912523
"Power law α=2.5, kmax=30",2.5,30,2.8,2.8,0.6573394996920909,6.092321344019156,0.395953514191338,0.08162846876308058,7.940198504962625,0.40809489162845536,0.24377945259657308,1.4300357508937724
"Power law α=2.5, kmax=30",2.5,30,2.81,2.8100000000000005,0.65968714076242,6.250070483856451,0.39770393287513817,0.08220157464913486,7.9001975049376245,0.4101851516430799,0.2470093732976491,1.400035000875022
"Power law α=2.5, kmax=30",2.5,30,2.82,2.8199999999999994,0.6620347818327487,6.414996646410267,0.3994496899770213,0.08277516804065244,7.870196754918874,0.4122743606173949,0.25028062358078373,1.3700342508562715
"Power law α=2.5, kmax=30",2.5,30,2.83,2.8300000000000005,0.6643824229030778,6.587601026333061,0.4011907780565796,0.08334808853882439,7.840196004900124,0.414362518520998,0.25360973294426914,1.3300332508312709
"Power law α=2.5, kmax=30",2.5,30,2.84,2.8400000000000003,0.6667300639734066,6.768432597181799,0.40292720687312555,0.0839216367655504,7.800195004875123,0.4164496252928152,0.2569907494811694,1.3000325008125204
"Power law α=2.5, kmax=30",2.5,30,2.85,2.8500000000000005,0.6690777050437355,6.9580939438760465,0.4046589768303015,0.08449465345229049,7.7701942548563725,0.4185356808429403,0.2604191292180756,1.27003175079377
"Power law α=2.5, kmax=30",2.5,30,2.86,2.8599999999999994,0.6714253461140642,7.15724797091146,0.40638609794788455,0.0850676543345146,7.730193254831372,0.4206206850544022,0.2638970948902344,1.2400310007750195
"Power law α=2.5, kmax=30",2.5,30,2.87,2.8700000000000006,0.6737729871843934,7.366625643679299,0.4081085656972392,0.08564080710686042,7.700192504812621,0.42270463778486655,0.26742691399429924,1.210030250756269
"Power law α=2.5, kmax=30",2.5,30,2.88,2.8800000000000003,0.6761206282547222,7.587034953403735,0.40982639685901134,0.08621359255948263,7.67019175479387,0.4247875388682688,0.27101090422036755,1.1800295007375186
"Power law α=2.5, kmax=30",2.5,30,2.89,2.8900000000000006,0.6784682693250512,7.819371337446278,0.4115395763197595,0.08678608096129603,7.630190754768869,0.426869388116389,0.2746544979196347,1.140028500712518
"Power law α=2.5, kmax=30",2.5,30,2.9,2.8999999999999995,0.6808159103953798,8.064629838283768,0.4132481166166236,0.08735901200707655,7.600190004750119,0.42895018532035967,0.2783663345852998,1.1100277506937675
"Power law α=2.5, kmax=30",2.5,30,2.91,2.9100000000000006,0.683163551465709,8.323919349297906,0.41495201302673757,0.08793167387511855,7.5701892547313685,0.43102993025211994,0.28213863063525874,1.080027000675017
"Power law α=2.5, kmax=30",2.5,30,2.92,2.92,0.6855111925360378,8.598479377526182,0.4166512889825674,0.0885041103813082,7.540188504712618,0.4331086226658088,0.2859738995261308,1.0500262506562665
"Power law α=2.5, kmax=30",2.5,30,2.93,2.9300000000000006,0.6878588336063668,8.889699857931484,0.4183459385207451,0.08907635785409282,7.510187754693868,0.43518626229910423,0.2898747373623615,1.020025500637516
"Power law α=2.5, kmax=30",2.5,30,2.94,2.9399999999999995,0.6902064746766954,9.199144687556014,0.4200359666961762,0.0896484451149579,7.480187004675117,0.43726284887451183,0.29384383351180676,0.9900247506187656
"Power law α=2.5, kmax=30",2.5,30,2.95,2.95,0.6925541157470244,9.528579820632483,0.42172137844336316,0.09022039345473537,7.450186254656367,0.43933838210059606,0.29788398283178086,0.9600240006000151
"Power law α=2.5, kmax=30",2.5,30,2.96,2.96,0.6949017568173533,9.880006990314687,0.42340217683279463,0.09079221660419068,7.420185504637616,0.44141286167316857,0.3019980998211284,0.9300232505812646
"Power law α=2.5, kmax=30",2.5,30,2.97,2.9700000000000006,0.6972493978876824,10.25570441707699,0.42507836549231165,0.09136392069602878,7.390184754618866,0.4434862872764232,0.3061892351058206,0.9000225005625141
"Power law α=2.5, kmax=30",2.5,30,2.98,2.9799999999999995,0.699597038958011,10.658276252979979,0.42674995375160296,0.09193550422871363,7.360184004600115,0.44555865858402854,0.3104605947966983,0.8700217505437636
"Power law α=2.5, kmax=30",2.5,30,2.99,2.9899999999999998,0.70194468002834,11.090713030060137,0.4284169439596452,0.09250695801590514,7.330183254581365,0.44762997526017284,0.3148155632866448,0.8400210005250132
"Power law α=2.5, kmax=30",2.5,30,3.0,3.0,0.7042923210986689,11.556466080114415,0.4300793413436365,0.09307826513905448,7.300182504562614,0.44970023696056816,0.3192577303012562,0.8100202505062627
"Power law α=3.0, kmax=30",3.0,30,0.5,0.4999999999999999,0.20177162838947366,0.511221783663096,2.0000684515832696e-06,1.0000001882115583e-06,0.0,1.323426680260868e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.51,0.5100000000000001,0.2058070609572632,0.5268327872804723,2.040720088809133e-06,1.0000001882115583e-06,0.0,1.336627638704292e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.52,0.52,0.20984249352505266,0.5427696824161411,2.0830631104831254e-06,1.0000001882115583e-06,0.0,1.3503786247889557e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.53,0.5300000000000001,0.21387792609284217,0.5590427815588308,2.1277225602565346e-06,1.0000001882115583e-06,0.0,1.3647147458933424e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.54,0.5400000000000001,0.21791335866063163,0.5756628369392343,2.1731216266486497e-06,1.0000001882115583e-06,0.0,1.379674163006898e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.55,0.5500000000000002,0.22194879122842115,0.5926410642217494,2.222394420826218e-06,1.0000001882115583e-06,0.0,1.3952984270426425e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.56,0.56,0.22598422379621058,0.6099891677446159,2.272527941437817e-06,1.0000001882115583e-06,0.0,1.4116328672853432e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.57,0.5700000000000001,0.23001965636400004,0.6277193674278138,2.325706965928412e-06,1.0000001882115583e-06,0.0,1.428727029286971e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.58,0.58,0.23405508893178947,0.6458444274787178,2.3812270624437935e-06,1.0000001882115583e-06,0.0,1.446635178966996e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.59,0.5900000000000001,0.23809052149957902,0.6643776870372161,2.4390853336019754e-06,1.0000001882115583e-06,0.0,1.4654168711481824e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.6,0.6,0.24212595406736845,0.6833330929149113,2.4999943736745876e-06,1.0000001882115583e-06,0.0,1.4851376215958824e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.61,0.6100000000000001,0.24616138663515796,0.7027252345972717,2.5636807443897344e-06,1.0000001882115583e-06,0.0,1.5058696622890037e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.62,0.6199999999999999,0.25019681920294734,0.722569381693346,2.6312468217813136e-06,1.0000001882115583e-06,0.0,1.527692828970932e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.63,0.6299999999999999,0.25423225177073683,0.7428815240350682,2.7025865806450022e-06,1.0000001882115583e-06,0.0,1.5506955887316894e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.64,0.6399999999999998,0.25826768433852626,0.763678414647466,2.777865422532651e-06,1.0000001882115583e-06,0.0,1.5749762350792292e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.65,0.65,0.2623031169063158,0.7849776158324684,2.857186861570346e-06,1.0000001882115583e-06,0.0,1.6006442963547846e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.66,0.6599999999999999,0.26633854947410524,0.8067975486327403,2.9411746400975975e-06,1.0000001882115583e-06,0.0,1.627822189558934e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.67,0.67,0.2703739820418948,0.8291575459683516,3.0303757804402323e-06,1.0000001882115583e-06,0.0,1.6566471589626228e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.68,0.6799999999999999,0.2744094146096842,0.8520779097684383,3.1247236553404427e-06,1.0000001882115583e-06,0.0,1.68727361348533e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.69,0.69,0.2784448471774737,0.8755799724527181,3.225590845369516e-06,1.0000001882115583e-06,0.0,1.7198758868098573e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.7,0.6999999999999997,0.2824802797452631,0.8996861631542165,3.333596989512598e-06,1.0000001882115583e-06,0.0,1.7546515379268569e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.71,0.71,0.2865157123130526,0.9244200791153048,3.448035631853327e-06,1.0000001882115583e-06,0.0,1.791825392856421e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.72,0.7199999999999999,0.29055114488084205,0.9498065627347813,3.571488897614182e-06,1.0000001882115583e-06,0.0,1.8316543843369312e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.73,0.7299999999999999,0.29458657744863154,0.9758717847947892,3.7039403398362974e-06,1.0000001882115583e-06,0.0,1.874433506424317e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.74,0.7399999999999999,0.298622010016421,1.0026433344537036,3.845968504010276e-06,1.0000001882115583e-06,0.0,1.9205031306870303e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.75,0.7499999999999999,0.3026574425842105,1.0301503166555106,4.000009862044355e-06,1.0000001882115583e-06,0.0,1.9702580920166845e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.76,0.7599999999999999,0.306692875152,1.058423457678695,4.1669110902823805e-06,1.0000001882115583e-06,0.0,2.0241590110364174e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.77,0.7699999999999998,0.31072830771978943,1.0874952196293242,4.347863971696652e-06,1.0000001882115583e-06,0.0,2.082746624493648e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.78,0.78,0.314763740287579,1.1173999247752537,4.5450493776812936e-06,1.0000001882115583e-06,0.0,2.1466599560478456e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.79,0.7899999999999999,0.3187991728553684,1.1481738907226597,4.761783190494791e-06,1.0000001882115583e-06,0.0,2.2166597396466187e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.8,0.8,0.32283460542315795,1.1798555775542285,4.99958468298783e-06,1.0000001882115583e-06,0.0,2.293658841676881e-06,1.0000001885446252e-06,0.0
"Power law α=3.0, kmax=30",3.0,30,0.81,0.8099999999999998,0.3268700379909473,1.2124857481823812,5.262914741800463e-06,1.0000001882115583e-06,0.0,2.378762268724212e-06,1.0000001885446252e-06,0.0
